sample_id,timestamp,species,behavior,latitude,longitude,temperature,weather,vegetation_type,time_of_day,animal_id,previous_latitude,previous_longitude,previous_timestamp,distance_km,time_diff_hours,speed_kmh,speed_risk,distance_risk,anomaly_risk,weather_risk,habitat_risk,behavior_risk,risk_score,risk_level,conservation_priority,risk_reason
S0044,2025-05-29 08:57:00,Boar,Resting,24.35831,78.50796,34.6,Sunny,Forest,Evening,BOA_010,24.48587,78.42804,2025-05-24 19:47:00,16.32972076576401,109.16666666666667,0.14958522838867794,0,0,0,0,3,0,3,Low,Normal,Habitat factor
S0288,2025-05-01 08:25:00,Deer,Resting,24.52434,78.61836,22.2,Rainy,Savanna,Evening,DEE_001,,,,0.0,,0.0,0,0,0,5,2,0,7,Low,Normal,"Environmental condition, Habitat factor"
S0163,2025-05-05 09:34:00,Deer,Resting,24.68021,78.474,20.2,Windy,Grassland,Afternoon,DEE_001,24.52434,78.61836,2025-05-01 08:25:00,22.65848596025093,97.15,0.23323197076943827,0,0,0,5,1,0,6,Low,Normal,"Environmental condition, Habitat factor"
S0400,2025-05-09 03:40:00,Deer,Playing,24.30146,78.45561,32.9,Windy,Savanna,Evening,DEE_001,24.68021,78.474,2025-05-05 09:34:00,42.15617077391348,90.1,0.46788202856729727,0,20,0,5,2,2,29,Moderate,Monitor,"Large movement distance, Environmental condition, Habitat factor, Active/risk behavior"
S0947,2025-05-10 23:58:00,Deer,Playing,24.39403,78.3326,33.9,Cloudy,Desert,Afternoon,DEE_001,24.30146,78.45561,2025-05-09 03:40:00,16.16300459763807,44.3,0.36485337692185266,0,0,0,2,1,2,5,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0313,2025-05-12 12:11:00,Deer,Playing,24.49761,78.62005,20.7,Rainy,Savanna,Night,DEE_001,24.39403,78.3326,2025-05-10 23:58:00,31.29415074724582,36.21666666666667,0.8640814748434188,20,0,0,5,2,2,29,Moderate,Monitor,"High movement speed, Environmental condition, Habitat factor, Active/risk behavior"
S0945,2025-05-15 05:55:00,Deer,Socializing,24.32867,78.51019,31.1,Rainy,Grassland,Morning,DEE_001,24.49761,78.62005,2025-05-12 12:11:00,21.83166540334128,65.73333333333333,0.3321247272313582,0,0,0,5,1,1,7,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0181,2025-05-18 20:58:00,Deer,Playing,24.48804,78.48638,22.2,Cloudy,Grassland,Afternoon,DEE_001,24.32867,78.51019,2025-05-15 05:55:00,17.884383727270865,87.05,0.2054495545924281,0,0,0,2,1,2,5,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0059,2025-05-21 18:50:00,Deer,Hunting,24.67319,78.3438,29.3,Sunny,Savanna,Afternoon,DEE_001,24.48804,78.48638,2025-05-18 20:58:00,25.133975101399013,69.86666666666666,0.35974201003910805,0,0,0,0,2,5,7,Low,Normal,"Habitat factor, Active/risk behavior"
S0369,2025-05-23 17:57:00,Deer,Running,24.42664,78.40958,34.7,Sunny,Grassland,Night,DEE_001,24.67319,78.3438,2025-05-21 18:50:00,28.210864449921125,47.11666666666667,0.5987449122728219,0,0,0,0,1,5,6,Low,Normal,"Habitat factor, Active/risk behavior"
S0652,2025-05-27 04:01:00,Deer,Alert,24.36886,78.51007,23.3,Foggy,Forest,Evening,DEE_001,24.42664,78.40958,2025-05-23 17:57:00,12.034634390557892,82.06666666666666,0.14664461077040486,0,0,0,8,3,4,15,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0300,2025-05-01 08:33:00,Deer,Socializing,24.30692,78.59295,32.0,Rainy,Wetland,Morning,DEE_002,,,,0.0,,0.0,0,0,0,5,5,1,11,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0085,2025-05-06 00:09:00,Deer,Grazing,24.46883,78.69175,30.9,Sunny,Grassland,Night,DEE_002,24.30692,78.59295,2025-05-01 08:33:00,20.597188227035875,111.6,0.18456261852182684,0,0,0,0,1,1,2,Low,Normal,"Habitat factor, Active/risk behavior"
S0659,2025-05-09 08:16:00,Deer,Alert,24.35351,78.3803,33.9,Cloudy,Grassland,Night,DEE_002,24.46883,78.69175,2025-05-06 00:09:00,34.04303942749171,80.11666666666666,0.42491832029321885,0,0,0,2,1,4,7,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0424,2025-05-11 05:37:00,Deer,Alert,24.59344,78.6289,23.4,Foggy,Grassland,Evening,DEE_002,24.35351,78.3803,2025-05-09 08:16:00,36.671018190958534,45.35,0.808622231333154,20,0,0,8,1,4,33,Moderate,Monitor,"High movement speed, Environmental condition, Habitat factor, Active/risk behavior"
S0597,2025-05-12 15:33:00,Deer,Playing,24.66638,78.39602,34.1,Foggy,Grassland,Evening,DEE_002,24.59344,78.6289,2025-05-11 05:37:00,24.89719707771797,33.93333333333333,0.7337091476734177,0,0,0,8,1,2,11,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0127,2025-05-15 08:33:00,Deer,Hunting,24.44703,78.63213,26.9,Cloudy,Grassland,Night,DEE_002,24.66638,78.39602,2025-05-12 15:33:00,34.134049325754724,65.0,0.5251392203962265,0,0,0,2,1,5,8,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0450,2025-05-19 05:57:00,Deer,Hunting,24.57571,78.30675,19.2,Cloudy,Savanna,Morning,DEE_002,24.44703,78.63213,2025-05-15 08:33:00,35.89510076263015,93.4,0.38431585398961615,0,0,0,2,2,5,9,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0891,2025-05-21 20:45:00,Deer,Playing,24.54265,78.35779,29.7,Foggy,Forest,Afternoon,DEE_002,24.57571,78.30675,2025-05-19 05:57:00,6.337150346062594,62.8,0.10091003735768463,0,0,0,8,3,2,13,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0876,2025-05-23 22:45:00,Deer,Resting,24.39352,78.45599,30.8,Cloudy,Savanna,Evening,DEE_002,24.54265,78.35779,2025-05-21 20:45:00,19.33279410160271,50.0,0.38665588203205414,0,0,0,2,2,0,4,Low,Normal,"Environmental condition, Habitat factor"
S0174,2025-05-27 11:19:00,Deer,Alert,24.488,78.37559,32.1,Cloudy,Forest,Night,DEE_002,24.39352,78.45599,2025-05-23 22:45:00,13.289549065191592,84.56666666666666,0.1571487867385683,0,0,0,2,3,4,9,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0911,2025-05-01 22:32:00,Deer,Playing,24.46676,78.38165,33.0,Sunny,Wetland,Morning,DEE_003,,,,0.0,,0.0,0,0,0,0,5,2,7,Low,Normal,"Habitat factor, Active/risk behavior"
S0754,2025-05-06 01:43:00,Deer,Playing,24.34203,78.31707,27.6,Rainy,Forest,Night,DEE_003,24.46676,78.38165,2025-05-01 22:32:00,15.333685825167363,99.18333333333334,0.1545994201831695,0,0,0,5,3,2,10,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0195,2025-05-09 09:05:00,Deer,Grazing,24.39782,78.56733,21.0,Cloudy,Desert,Afternoon,DEE_003,24.34203,78.31707,2025-05-06 01:43:00,26.09627765564787,79.36666666666666,0.3288065223307166,0,0,0,2,1,1,4,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0898,2025-05-11 10:08:00,Deer,Hunting,24.65502,78.42089,33.6,Cloudy,Grassland,Morning,DEE_003,24.39782,78.56733,2025-05-09 09:05:00,32.20838291905651,49.05,0.6566438923355049,0,0,0,2,1,5,8,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0593,2025-05-13 08:16:00,Deer,Grazing,24.54294,78.44306,35.0,Windy,Grassland,Evening,DEE_003,24.65502,78.42089,2025-05-11 10:08:00,12.662689738253718,46.13333333333333,0.27448026889278293,0,0,0,5,1,1,7,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0846,2025-05-15 14:39:00,Deer,Alert,24.55574,78.64074,34.9,Cloudy,Forest,Evening,DEE_003,24.54294,78.44306,2025-05-13 08:16:00,20.04460712631225,54.38333333333333,0.36857996554665495,0,0,0,2,3,4,9,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0762,2025-05-19 08:55:00,Deer,Grazing,24.41838,78.36243,32.3,Cloudy,Grassland,Night,DEE_003,24.55574,78.64074,2025-05-15 14:39:00,32.03825317885315,90.26666666666667,0.3549289495441634,0,0,0,2,1,1,4,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0134,2025-05-22 14:28:00,Deer,Resting,24.54697,78.66683,28.4,Rainy,Desert,Night,DEE_003,24.41838,78.36243,2025-05-19 08:55:00,33.961109596117815,77.55,0.43792533328327293,0,0,0,5,1,0,6,Low,Normal,"Environmental condition, Habitat factor"
S0839,2025-05-25 01:12:00,Deer,Grazing,24.42187,78.61341,19.0,Windy,Savanna,Morning,DEE_003,24.54697,78.66683,2025-05-22 14:28:00,14.923974293048293,58.733333333333334,0.2540971786557598,0,0,0,5,2,1,8,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0226,2025-05-28 01:01:00,Deer,Running,24.49049,78.41582,32.4,Cloudy,Savanna,Morning,DEE_003,24.42187,78.61341,2025-05-25 01:12:00,21.40581246024268,71.81666666666666,0.29806190476086347,0,0,0,2,2,5,9,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0715,2025-05-02 19:34:00,Deer,Socializing,24.59809,78.36835,31.9,Sunny,Wetland,Night,DEE_004,,,,0.0,,0.0,0,0,0,0,5,1,6,Low,Normal,"Habitat factor, Active/risk behavior"
S0590,2025-05-06 15:18:00,Deer,Playing,24.4807,78.42583,29.2,Rainy,Wetland,Afternoon,DEE_004,24.59809,78.36835,2025-05-02 19:34:00,14.289505724110391,91.73333333333333,0.15577222809713362,0,0,0,5,5,2,12,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0451,2025-05-09 17:32:00,Deer,Resting,24.65685,78.30692,25.3,Sunny,Desert,Morning,DEE_004,24.4807,78.42583,2025-05-06 15:18:00,22.983746682097554,74.23333333333333,0.309614908155782,0,0,0,0,1,0,1,Low,Normal,Habitat factor
S0926,2025-05-11 11:29:00,Deer,Resting,24.5129,78.44728,23.3,Sunny,Wetland,Night,DEE_004,24.65685,78.30692,2025-05-09 17:32:00,21.392379405250402,41.95,0.5099494494696162,0,0,0,0,5,0,5,Low,Normal,Habitat factor
S0471,2025-05-13 09:12:00,Deer,Resting,24.58824,78.3879,25.7,Foggy,Desert,Morning,DEE_004,24.5129,78.44728,2025-05-11 11:29:00,10.307825780150852,45.71666666666667,0.22547194561029935,0,0,0,8,1,0,9,Low,Normal,"Environmental condition, Habitat factor"
S0910,2025-05-15 18:49:00,Deer,Playing,24.44817,78.43625,31.2,Windy,Wetland,Morning,DEE_004,24.58824,78.3879,2025-05-13 09:12:00,16.325121621768215,57.61666666666667,0.2833402653474379,0,0,0,5,5,2,12,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0038,2025-05-19 09:13:00,Deer,Hunting,24.58619,78.69335,18.5,Sunny,Savanna,Afternoon,DEE_004,24.44817,78.43625,2025-05-15 18:49:00,30.200752867367804,86.4,0.34954575077971994,0,0,0,0,2,5,7,Low,Normal,"Habitat factor, Active/risk behavior"
S0415,2025-05-22 17:21:00,Deer,Resting,24.3518,78.52564,29.8,Windy,Wetland,Evening,DEE_004,24.58619,78.69335,2025-05-19 09:13:00,31.10275143953255,80.13333333333334,0.38813749716554763,0,0,0,5,5,0,10,Low,Normal,"Environmental condition, Habitat factor"
S0478,2025-05-25 08:16:00,Deer,Grazing,24.6247,78.49242,20.8,Rainy,Wetland,Night,DEE_004,24.3518,78.52564,2025-05-22 17:21:00,30.5307262670383,62.916666666666664,0.48525657642974784,0,0,0,5,5,1,11,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0269,2025-05-28 02:49:00,Deer,Alert,24.45979,78.66489,25.3,Cloudy,Wetland,Morning,DEE_004,24.6247,78.49242,2025-05-25 08:16:00,25.30978222079472,66.55,0.38031227980157356,0,0,0,2,5,4,11,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0869,2025-05-03 04:15:00,Deer,Playing,24.43971,78.47811,24.8,Windy,Grassland,Evening,DEE_005,,,,0.0,,0.0,0,0,0,5,1,2,8,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0897,2025-05-06 18:19:00,Deer,Grazing,24.61152,78.36155,25.6,Windy,Grassland,Morning,DEE_005,24.43971,78.47811,2025-05-03 04:15:00,22.450329574186796,86.06666666666666,0.26084813602850654,0,0,0,5,1,1,7,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0809,2025-05-09 18:47:00,Deer,Running,24.32185,78.46838,33.4,Foggy,Grassland,Evening,DEE_005,24.61152,78.36155,2025-05-06 18:19:00,33.97613552853464,72.46666666666667,0.46885191621712935,0,0,0,8,1,5,14,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0144,2025-05-11 13:53:00,Deer,Socializing,24.50796,78.32036,28.2,Windy,Wetland,Night,DEE_005,24.32185,78.46838,2025-05-09 18:47:00,25.551493794877853,43.1,0.5928420834078388,0,0,0,5,5,1,11,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0621,2025-05-13 14:16:00,Deer,Grazing,24.58041,78.33467,24.5,Foggy,Desert,Morning,DEE_005,24.50796,78.32036,2025-05-11 13:53:00,8.185067429408342,48.38333333333333,0.16917121796917,0,0,0,8,1,1,10,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0599,2025-05-16 10:27:00,Deer,Socializing,24.46989,78.56275,29.3,Rainy,Savanna,Evening,DEE_005,24.58041,78.33467,2025-05-13 14:16:00,26.141900553183884,68.18333333333334,0.38340602131289,0,0,0,5,2,1,8,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0118,2025-05-19 16:38:00,Deer,Resting,24.59632,78.52936,31.2,Foggy,Grassland,Night,DEE_005,24.46989,78.56275,2025-05-16 10:27:00,14.458428548376737,78.18333333333334,0.18492980449853,0,0,0,8,1,0,9,Low,Normal,"Environmental condition, Habitat factor"
S0858,2025-05-22 22:50:00,Deer,Grazing,24.68189,78.49129,29.9,Rainy,Grassland,Morning,DEE_005,24.59632,78.52936,2025-05-19 16:38:00,10.26350683419784,78.2,0.13124689046288796,0,0,0,5,1,1,7,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0028,2025-05-25 10:02:00,Deer,Playing,24.39537,78.31389,34.2,Cloudy,Grassland,Night,DEE_005,24.68189,78.49129,2025-05-22 22:50:00,36.56543573410938,59.2,0.6176593874004962,0,0,0,2,1,2,5,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0859,2025-05-29 04:23:00,Deer,Playing,24.50892,78.65697,33.5,Windy,Grassland,Night,DEE_005,24.39537,78.31389,2025-05-25 10:02:00,36.95118571658451,90.35,0.40897825917636427,0,0,0,5,1,2,8,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0056,2025-05-03 17:31:00,Deer,Alert,24.64859,78.33068,30.7,Windy,Wetland,Night,DEE_006,,,,0.0,,0.0,0,0,0,5,5,4,14,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0717,2025-05-06 19:02:00,Deer,Running,24.60441,78.67413,26.7,Cloudy,Desert,Afternoon,DEE_006,24.64859,78.33068,2025-05-03 17:31:00,35.06212687758796,73.51666666666667,0.4769275929846469,0,0,0,2,1,5,8,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0637,2025-05-09 22:24:00,Deer,Resting,24.62224,78.41039,34.3,Cloudy,Grassland,Morning,DEE_006,24.60441,78.67413,2025-05-06 19:02:00,26.735526623709532,75.36666666666666,0.3547394067719089,0,0,0,2,1,0,3,Low,Normal,"Environmental condition, Habitat factor"
S0407,2025-05-11 19:38:00,Deer,Alert,24.5801,78.50452,21.3,Cloudy,Desert,Night,DEE_006,24.62224,78.41039,2025-05-09 22:24:00,10.607712071021977,45.233333333333334,0.2345109521965065,0,0,0,2,1,4,7,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0301,2025-05-13 21:49:00,Deer,Socializing,24.32591,78.3198,28.8,Cloudy,Desert,Night,DEE_006,24.5801,78.50452,2025-05-11 19:38:00,33.88931963407687,50.18333333333333,0.675310255079579,0,0,0,2,1,1,4,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0295,2025-05-16 12:35:00,Deer,Playing,24.44607,78.38786,20.5,Sunny,Wetland,Evening,DEE_006,24.32591,78.3198,2025-05-13 21:49:00,15.034333645599697,62.766666666666666,0.23952735494848162,0,0,0,0,5,2,7,Low,Normal,"Habitat factor, Active/risk behavior"
S0577,2025-05-20 07:51:00,Deer,Playing,24.32924,78.62711,19.8,Foggy,Desert,Afternoon,DEE_006,24.44607,78.38786,2025-05-16 12:35:00,27.49251494141665,91.26666666666667,0.3012328152821401,0,0,0,8,1,2,11,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0382,2025-05-23 00:54:00,Deer,Hunting,24.32278,78.50166,29.4,Windy,Savanna,Afternoon,DEE_006,24.32924,78.62711,2025-05-20 07:51:00,12.731205078869179,65.05,0.19571414417938784,0,0,0,5,2,5,12,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0107,2025-05-25 11:06:00,Deer,Resting,24.34546,78.66622,21.1,Sunny,Desert,Evening,DEE_006,24.32278,78.50166,2025-05-23 00:54:00,16.86223814968114,58.2,0.28972917782957286,0,0,0,0,1,0,1,Low,Normal,Habitat factor
S0806,2025-05-29 04:42:00,Deer,Alert,24.41676,78.50533,20.7,Cloudy,Grassland,Evening,DEE_006,24.34546,78.66622,2025-05-25 11:06:00,18.121082763585523,89.6,0.20224422727215988,0,0,0,2,1,4,7,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0820,2025-05-04 00:12:00,Deer,Resting,24.63478,78.51297,27.4,Sunny,Desert,Evening,DEE_007,,,,0.0,,0.0,0,0,0,0,1,0,1,Low,Normal,Habitat factor
S0414,2025-05-07 01:26:00,Deer,Grazing,24.54559,78.4297,19.4,Windy,Savanna,Afternoon,DEE_007,24.63478,78.51297,2025-05-04 00:12:00,13.009366269251567,73.23333333333333,0.17764268915682613,0,0,0,5,2,1,8,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0574,2025-05-09 22:46:00,Deer,Socializing,24.48988,78.44417,23.3,Sunny,Desert,Morning,DEE_007,24.54559,78.4297,2025-05-07 01:26:00,6.365294031324105,69.33333333333333,0.09180712545178998,0,0,0,0,1,1,2,Low,Normal,"Habitat factor, Active/risk behavior"
S0542,2025-05-11 20:17:00,Deer,Hunting,24.6008,78.69489,32.2,Rainy,Desert,Night,DEE_007,24.48988,78.44417,2025-05-09 22:46:00,28.19970039480378,45.516666666666666,0.6195466948693618,0,0,0,5,1,5,11,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0449,2025-05-14 00:52:00,Deer,Resting,24.61493,78.52865,25.4,Sunny,Savanna,Night,DEE_007,24.6008,78.69489,2025-05-11 20:17:00,16.879496393910774,52.583333333333336,0.32100468577960267,0,0,0,0,2,0,2,Low,Normal,Habitat factor
S0017,2025-05-17 22:19:00,Deer,Running,24.33201,78.40545,27.8,Cloudy,Savanna,Morning,DEE_007,24.61493,78.52865,2025-05-14 00:52:00,33.840000978027106,93.45,0.3621187905620878,0,0,0,2,2,5,9,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0705,2025-05-20 09:18:00,Deer,Resting,24.51527,78.63725,29.3,Foggy,Desert,Afternoon,DEE_007,24.33201,78.40545,2025-05-17 22:19:00,31.08076025975554,58.983333333333334,0.5269414002784211,0,0,0,8,1,0,9,Low,Normal,"Environmental condition, Habitat factor"
S0635,2025-05-23 04:57:00,Deer,Socializing,24.42726,78.58626,32.2,Rainy,Wetland,Morning,DEE_007,24.51527,78.63725,2025-05-20 09:18:00,11.063533849655922,67.65,0.163540781221817,0,0,0,5,5,1,11,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0329,2025-05-25 22:15:00,Deer,Resting,24.68127,78.52348,28.9,Rainy,Savanna,Evening,DEE_007,24.42726,78.58626,2025-05-23 04:57:00,28.94952773460857,65.3,0.44333120573673157,0,0,0,5,2,0,7,Low,Normal,"Environmental condition, Habitat factor"
S0905,2025-05-29 12:32:00,Deer,Alert,24.65363,78.40934,28.2,Rainy,Grassland,Afternoon,DEE_007,24.68127,78.52348,2025-05-25 22:15:00,11.936079464369646,86.28333333333333,0.13833586398728584,0,0,0,5,1,4,10,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0924,2025-05-04 13:36:00,Deer,Resting,24.30774,78.67271,34.7,Sunny,Desert,Afternoon,DEE_008,,,,0.0,,0.0,0,0,0,0,1,0,1,Low,Normal,Habitat factor
S0483,2025-05-07 04:01:00,Deer,Alert,24.64445,78.65659,28.9,Windy,Grassland,Evening,DEE_008,24.30774,78.67271,2025-05-04 13:36:00,37.47596857160686,62.416666666666664,0.6004160518815519,0,0,0,5,1,4,10,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0906,2025-05-10 03:34:00,Deer,Resting,24.51314,78.3726,20.0,Sunny,Wetland,Afternoon,DEE_008,24.64445,78.65659,2025-05-07 04:01:00,32.215702137666874,71.55,0.4502543974516684,0,0,0,0,5,0,5,Low,Normal,Habitat factor
S0819,2025-05-11 20:24:00,Deer,Playing,24.3682,78.6403,30.7,Cloudy,Forest,Afternoon,DEE_008,24.51314,78.3726,2025-05-10 03:34:00,31.529753848731954,40.833333333333336,0.772157237111803,0,0,0,2,3,2,7,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0844,2025-05-14 14:04:00,Deer,Resting,24.62821,78.64147,30.0,Foggy,Forest,Afternoon,DEE_008,24.3682,78.6403,2025-05-11 20:24:00,28.912035254092142,65.66666666666667,0.44028480082373816,0,0,0,8,3,0,11,Low,Normal,"Environmental condition, Habitat factor"
S0826,2025-05-17 22:55:00,Deer,Running,24.34131,78.52393,19.8,Rainy,Forest,Night,DEE_008,24.62821,78.64147,2025-05-14 14:04:00,34.0471004261066,80.85,0.42111441467045896,0,0,0,5,3,5,13,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0845,2025-05-20 09:31:00,Deer,Running,24.67047,78.60143,25.6,Cloudy,Grassland,Night,DEE_008,24.34131,78.52393,2025-05-17 22:55:00,37.4314511429346,58.6,0.6387619648964948,0,0,0,2,1,5,8,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0374,2025-05-23 08:35:00,Deer,Grazing,24.45155,78.53837,24.7,Sunny,Desert,Evening,DEE_008,24.67047,78.60143,2025-05-20 09:31:00,25.164341341165077,71.06666666666666,0.3540948593972572,0,0,0,0,1,1,2,Low,Normal,"Habitat factor, Active/risk behavior"
S0002,2025-05-26 14:55:00,Deer,Resting,24.41096,78.36023,27.4,Windy,Desert,Night,DEE_008,24.45155,78.53837,2025-05-23 08:35:00,18.590787733768853,78.33333333333333,0.2373292051119428,0,0,0,5,1,0,6,Low,Normal,"Environmental condition, Habitat factor"
S0007,2025-05-30 15:59:00,Deer,Hunting,24.62687,78.48979,30.9,Cloudy,Wetland,Morning,DEE_008,24.41096,78.36023,2025-05-26 14:55:00,27.353059102030283,97.06666666666666,0.281796625364323,0,0,0,2,5,5,12,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0403,2025-05-04 21:08:00,Deer,Grazing,24.60819,78.37986,25.5,Foggy,Wetland,Night,DEE_009,,,,0.0,,0.0,0,0,0,8,5,1,14,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
